,ENV,Step,EXPLORE,Reward,ACTION-BUFFER-SIZE,K_EXP,K_ACT,DISCOUNT,EPSILON,EPS-DECAY,STATE-DIM,FRAMESTACK,M,TIME-SIG,SEED,simple,rainbow,human,random,ARK2,normalized_reward
426,bank_heist,37500,best fixed,46.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.043036946812829886
427,bank_heist,37500,inverse,64.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.06739748274462037
428,bank_heist,37500,mean,31.2,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.023007172824468805
429,bank_heist,40000,best fixed,58.4,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.0598186493436189
430,bank_heist,40000,inverse,61.2,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.06360806604411964
431,bank_heist,40000,mean,34.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.02679658952496955
432,bank_heist,42500,best fixed,62.8,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.06577344701583435
433,bank_heist,42500,inverse,64.8,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.06848017323047773
434,bank_heist,42500,mean,28.4,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.01921775612396806
435,bank_heist,45000,best fixed,65.6,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.06956286371633508
436,bank_heist,45000,inverse,65.6,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.06956286371633508
437,bank_heist,45000,mean,33.2,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.025713899039112198
438,bank_heist,47500,best fixed,64.8,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.06848017323047773
439,bank_heist,47500,inverse,72.4,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.07876573284612262
440,bank_heist,47500,mean,40.8,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.035999458654757066
441,bank_heist,50000,best fixed,62.4,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.06523210177290567
442,bank_heist,50000,inverse,71.2,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.07714169711733658
443,bank_heist,50000,mean,41.6,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.03708214914061443
444,bank_heist,52500,best fixed,60.8,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.06306672080119095
445,bank_heist,52500,inverse,72.8,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.07930707808905128
446,bank_heist,52500,mean,41.2,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.036540803897685756
447,bank_heist,55000,best fixed,70.4,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.07605900663147923
448,bank_heist,55000,inverse,60.8,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.06306672080119095
449,bank_heist,55000,mean,40.8,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.035999458654757066
450,bank_heist,57500,best fixed,82.4,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.09229936391933957
451,bank_heist,57500,inverse,70.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.07551766138855055
452,bank_heist,57500,mean,46.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.043036946812829886
453,bank_heist,60000,best fixed,72.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.07822438760319393
454,bank_heist,60000,inverse,76.8,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.08472053051833807
455,bank_heist,60000,mean,29.6,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.0208417918527541
456,bank_heist,62500,best fixed,82.4,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.09229936391933957
457,bank_heist,62500,inverse,63.6,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.06685613750169171
458,bank_heist,62500,mean,31.2,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.023007172824468805
459,bank_heist,65000,best fixed,80.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.08905129246176749
460,bank_heist,65000,inverse,75.2,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.08255514954662337
461,bank_heist,65000,mean,40.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.034916768168899714
462,bank_heist,67500,best fixed,74.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.08093111381783732
463,bank_heist,67500,inverse,74.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.08093111381783732
464,bank_heist,67500,mean,33.2,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.025713899039112198
465,bank_heist,70000,best fixed,77.6,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.08580322100419542
466,bank_heist,70000,inverse,80.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.08905129246176749
467,bank_heist,70000,mean,32.4,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.02463120855325484
468,bank_heist,72500,best fixed,73.6,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.08038976857490863
469,bank_heist,72500,inverse,81.6,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.09121667343348219
470,bank_heist,72500,mean,40.8,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.035999458654757066
471,bank_heist,75000,best fixed,85.6,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.09663012586276898
472,bank_heist,75000,inverse,88.4,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.10041954256326974
473,bank_heist,75000,mean,44.8,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.041412911084043845
474,bank_heist,77500,best fixed,91.6,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.10475030450669914
475,bank_heist,77500,inverse,86.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.09717147110569765
476,bank_heist,77500,mean,46.8,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.04411963729868723
477,bank_heist,80000,best fixed,98.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.113411828393558
478,bank_heist,80000,inverse,82.4,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.09229936391933957
479,bank_heist,80000,mean,50.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,34.2,51.0,753.1,14.2,111.2,0.04845039924211666
480,battle_zone,2500,best fixed,2900.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.015504988873734835
481,battle_zone,2500,inverse,4133.333333333333,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.05091761778288229
482,battle_zone,2500,mean,3500.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.03273275428899577
483,battle_zone,5000,best fixed,3050.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.019811930227550067
484,battle_zone,5000,inverse,3586.666666666667,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.03522120929342235
485,battle_zone,5000,mean,3106.6666666666665,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.021438996961213597
486,battle_zone,7500,best fixed,4120.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.050534778551432055
487,battle_zone,7500,inverse,3280.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.02641590697006676
488,battle_zone,7500,mean,4480.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.06087143780058862
489,battle_zone,10000,best fixed,3520.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.033307013136171126
490,battle_zone,10000,inverse,3240.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.025267389275716028
491,battle_zone,10000,mean,5480.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.08958438015935682
492,battle_zone,12500,best fixed,4320.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.0562773670231857
493,battle_zone,12500,inverse,3280.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.02641590697006676
494,battle_zone,12500,mean,5640.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.09417845093675975
495,battle_zone,15000,best fixed,4600.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.0643169908836408
496,battle_zone,15000,inverse,3240.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.025267389275716028
497,battle_zone,15000,mean,5120.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.07924772091020027
498,battle_zone,17500,best fixed,5560.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.09188141554805829
499,battle_zone,17500,inverse,3760.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.0401981193022755
500,battle_zone,17500,mean,5560.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.09188141554805829
501,battle_zone,20000,best fixed,6360.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.11485176943507286
502,battle_zone,20000,inverse,5720.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.0964754863254612
503,battle_zone,20000,mean,4680.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.06661402627234225
504,battle_zone,22500,best fixed,7440.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.14586174718254252
505,battle_zone,22500,inverse,6200.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.11025769865766995
506,battle_zone,22500,mean,4480.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.06087143780058862
507,battle_zone,25000,best fixed,7200.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.13897064101643816
508,battle_zone,25000,inverse,5480.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.08958438015935682
509,battle_zone,25000,mean,3840.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.042495154690976956
510,battle_zone,27500,best fixed,6680.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.12403991098987868
511,battle_zone,27500,inverse,4800.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.07005957935539445
512,battle_zone,27500,mean,4520.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.06201995549493934
513,battle_zone,30000,best fixed,6840.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.1286339817672816
514,battle_zone,30000,inverse,6080.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.10681214557461775
515,battle_zone,30000,mean,5760.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.09762400401981193
516,battle_zone,32500,best fixed,8640.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.18031727801306438
517,battle_zone,32500,inverse,6280.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.1125547340463714
518,battle_zone,32500,mean,5680.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.09532696863111047
519,battle_zone,35000,best fixed,9360.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.20099059651137752
520,battle_zone,35000,inverse,5680.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.09532696863111047
521,battle_zone,35000,mean,5280.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.08384179168760318
522,battle_zone,37500,best fixed,7880.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.15849544182040054
523,battle_zone,37500,inverse,6600.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.12174287560117723
524,battle_zone,37500,mean,4240.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.05398033163448424
525,battle_zone,40000,best fixed,7640.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.15160433565429618
526,battle_zone,40000,inverse,7880.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.15849544182040054
527,battle_zone,40000,mean,4880.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.0723566147440959
528,battle_zone,42500,best fixed,7080.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.13552508793338597
529,battle_zone,42500,inverse,8720.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.18261431340176584
530,battle_zone,42500,mean,5600.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.09302993324240902
531,battle_zone,45000,best fixed,8280.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.16998061876390783
532,battle_zone,45000,inverse,6760.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.12633694637858014
533,battle_zone,45000,mean,6160.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.10910918096331922
534,battle_zone,47500,best fixed,8360.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.1722776541526093
535,battle_zone,47500,inverse,6560.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.1205943579068265
536,battle_zone,47500,mean,5440.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.08843586246500611
537,battle_zone,50000,best fixed,7320.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.14241619409949036
538,battle_zone,50000,inverse,5760.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.09762400401981193
539,battle_zone,50000,mean,5240.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.08269327399325246
540,battle_zone,52500,best fixed,8080.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.1642380302921542
541,battle_zone,52500,inverse,6760.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.12633694637858014
542,battle_zone,52500,mean,5040.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.07695068552149882
543,battle_zone,55000,best fixed,6680.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.12403991098987868
544,battle_zone,55000,inverse,5920.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.10221807479721484
545,battle_zone,55000,mean,6680.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.12403991098987868
546,battle_zone,57500,best fixed,6200.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.11025769865766995
547,battle_zone,57500,inverse,5920.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.10221807479721484
548,battle_zone,57500,mean,7640.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.15160433565429618
549,battle_zone,60000,best fixed,7080.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.13552508793338597
550,battle_zone,60000,inverse,6640.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.12289139329552796
551,battle_zone,60000,mean,7040.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.13437657023903524
552,battle_zone,62500,best fixed,6640.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.12289139329552796
553,battle_zone,62500,inverse,6600.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.12174287560117723
554,battle_zone,62500,mean,6080.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.10681214557461775
555,battle_zone,65000,best fixed,6400.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.11600028712942359
556,battle_zone,65000,inverse,6800.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.12748546407293088
557,battle_zone,65000,mean,6120.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.10796066326896848
558,battle_zone,67500,best fixed,7000.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.1332280525446845
559,battle_zone,67500,inverse,6480.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.11829732251812504
560,battle_zone,67500,mean,6000.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.1045151101859163
561,battle_zone,70000,best fixed,8480.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.17572320723566148
562,battle_zone,70000,inverse,4320.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.0562773670231857
563,battle_zone,70000,mean,6160.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.10910918096331922
564,battle_zone,72500,best fixed,9120.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.19409949034527313
565,battle_zone,72500,inverse,4400.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.05857440241188716
566,battle_zone,72500,mean,5680.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.09532696863111047
567,battle_zone,75000,best fixed,9440.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.20328763190007895
568,battle_zone,75000,inverse,5720.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.0964754863254612
569,battle_zone,75000,mean,5360.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.08613882707630464
570,battle_zone,77500,best fixed,9640.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.2090302203718326
571,battle_zone,77500,inverse,6240.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.11140621635202068
572,battle_zone,77500,mean,4920.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.07350513243844663
573,battle_zone,80000,best fixed,7880.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.15849544182040054
574,battle_zone,80000,inverse,5320.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.08499030938195391
575,battle_zone,80000,mean,4800.0,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,4031.2,10124.6,37187.5,2360.0,11720.0,0.07005957935539445
576,boxing,2500,best fixed,-4.75,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,7.8,0.2,12.1,0.1,19.36,-0.4041666666666666
577,boxing,2500,inverse,-5.966666666666667,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,7.8,0.2,12.1,0.1,19.36,-0.5055555555555555
578,boxing,2500,mean,-3.8666666666666663,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,7.8,0.2,12.1,0.1,19.36,-0.33055555555555555
579,boxing,5000,best fixed,-3.3199999999999994,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,7.8,0.2,12.1,0.1,19.36,-0.285
580,boxing,5000,inverse,-6.779999999999999,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,7.8,0.2,12.1,0.1,19.36,-0.5733333333333333
581,boxing,5000,mean,-5.220000000000001,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,7.8,0.2,12.1,0.1,19.36,-0.44333333333333336
582,boxing,7500,best fixed,-4.24,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,7.8,0.2,12.1,0.1,19.36,-0.36166666666666664
583,boxing,7500,inverse,-3.6400000000000006,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,7.8,0.2,12.1,0.1,19.36,-0.3116666666666667
584,boxing,7500,mean,-4.08,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,7.8,0.2,12.1,0.1,19.36,-0.34833333333333333
585,boxing,10000,best fixed,-3.6800000000000006,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,7.8,0.2,12.1,0.1,19.36,-0.31500000000000006
586,boxing,10000,inverse,-6.16,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,7.8,0.2,12.1,0.1,19.36,-0.5216666666666666
587,boxing,10000,mean,-5.76,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,7.8,0.2,12.1,0.1,19.36,-0.4883333333333333
588,boxing,12500,best fixed,-5.8,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,7.8,0.2,12.1,0.1,19.36,-0.49166666666666664
589,boxing,12500,inverse,-5.36,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,7.8,0.2,12.1,0.1,19.36,-0.455
590,boxing,12500,mean,-5.24,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,7.8,0.2,12.1,0.1,19.36,-0.445
591,boxing,15000,best fixed,-7.5200000000000005,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,7.8,0.2,12.1,0.1,19.36,-0.635
592,boxing,15000,inverse,-4.2,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,7.8,0.2,12.1,0.1,19.36,-0.35833333333333334
593,boxing,15000,mean,-4.96,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,7.8,0.2,12.1,0.1,19.36,-0.42166666666666663
594,boxing,17500,best fixed,-5.159999999999999,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,7.8,0.2,12.1,0.1,19.36,-0.43833333333333324
595,boxing,17500,inverse,-2.04,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,7.8,0.2,12.1,0.1,19.36,-0.17833333333333334
596,boxing,17500,mean,-4.039999999999999,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,7.8,0.2,12.1,0.1,19.36,-0.3449999999999999
597,boxing,20000,best fixed,-4.36,80000,100,8,0.95,0,0.1,250,2,20,0.3,2,7.8,0.2,12.1,0.1,19.36,-0.37166666666666665
